track_id,track_name,artist,artist_id,album,album_id,album_releasedate,track_popularity,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,artist_popularity,playlist_id,playlist_name,playlist_owner,playlist_owner_id,duration_min,translated_key,year_released
53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,Love Is a Four Letter Word (Deluxe Edition),64SChsjQBiEe3aVTFYnW1b,4/13/2012,69,240165,0.483,0.303,4,-10.058,1,0.0429,0.694,0,0.115,0.139,133.406,acoustic pop | dance pop | neo mellow | pop,68,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4,E,2012
3VpxEo6vMpi4rQ6t2WVVkK,Escape (feat. Hayla),Kx5,2avRYQUWQpIkzJOEkf0MdY,Kx5,7krgzxFJr9YxsmyWlO5Ubg,3/17/2023,68,240445,0.659,0.798,9,-6.933,0,0.0749,0.175,0.000379,0.708,0.15,126.064,melodic house,54,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.01,Am,2023
6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,My World 2.0,3BmcYMh0KYsimWL6p2gPa9,1/1/2010,82,214240,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,canadian pop | pop,85,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.57,Fm,2010
503OTo2dSqe7qk76rgsbep,Still D.R.E.,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,2001,7q2B4M5EiBkqrlsNW8lB7N,11/16/1999,82,270586,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,g funk | gangster rap | hip hop | rap | west coast rap,76,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.51,B,1999
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,8/3/2018,83,312820,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,hip hop | rap | slap house,90,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,5.21,G#,2018
2j69vIlXEtvvAZgMiuvRVL,Avocado,Spanish Classic Guitar,1d4Jb3BclyNy4VR8q2aKqV,Guitar: Spanish Passion,3QiJbdDUMOZUoAZGeowJiH,4/17/2017,16,213838,0.824,0.404,9,-10.793,0,0.042,0.716,0.862,0.114,0.77,110.109,,23,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.56,Am,2017
0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,Plastic Beach,2dIGnmEIy1WZIcZCFSj6i8,3/3/2010,79,233866,0.689,0.739,2,-5.81,1,0.026,1.51E-05,0.509,0.064,0.578,120.423,alternative hip hop | modern rock | rock,75,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.9,D,2010
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,I've Tried Everything But Therapy (Part 1),7nacKlk586eLRBSIsrk9DB,9/15/2023,93,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.90E-05,0.104,0.242,159.92,,79,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.51,A,2023
22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,The Heist,5QWHes9ODwn42DHTifGkXd,10/9/2012,85,258431,0.633,0.927,2,-4.468,1,0.0839,0.0267,0,0.0986,0.88,146.097,pop rap | seattle hip hop,69,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.31,D,2012
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,All That We Needed,4vUClKTFaDWnsHE8rK52GY,1/1/2005,79,232533,0.658,0.291,2,-10.572,1,0.0292,0.872,0,0.114,0.295,103.962,modern rock | neo mellow | neon pop punk | pop punk | pop rock,60,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.88,D,2005
6Sy9BUbgFse0n0LPA5lwy5,Sandstorm,Darude,0LhHRmSd1EYM5QdNeNnCoQ,"Before the Storm, Special Edition",0Xks5v0dve8Gh2tRHIekjo,1/1/2001,71,225493,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,eurodance | finnish edm,56,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.76,Bm,2001
7BY005dacJkbO6EPiOh2wb,House Of The Rising Sun,The Animals,3ICflSq6ZgYAIrm2CTkfVP,The Animals,0Xwkx2TLFwRcoK0OWQ0Msa,1/1/1964,72,271280,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,album rock | british invasion | classic rock | hard rock | protopunk | psychedelic rock | rock,62,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.52,Am,1964
6xM8oBy40nK1rOd8WmoOPx,Last Request,Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,These Streets,6L2FiSnFMisCgbhbag4KTl,1/30/2007,68,220413,0.605,0.704,5,-6.564,1,0.0476,0.241,0,0.137,0.4,80.925,british soul | neo mellow | scottish singer-songwriter,62,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.67,F,2007
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989,2QJmrSgbdM35R67eoGQo4j,10/27/2014,73,231826,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64E-06,0.13,0.583,96.006,pop,100,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.86,F,2014
4iz9lGMjU1lXS51oPmUmTe,Homecoming,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Graduation,4SZko61aMnmgvNhfhgTuD3,9/11/2007,83,203493,0.67,0.747,1,-7.059,1,0.189,0.337,0,0.115,0.918,86.918,chicago rap | hip hop | rap,89,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.39,C#,2007
1UWhx0pFZccP4jdCIZsj7U,Arsonist's Lullabye,Hozier,2FXC3k01G6Gw61bmprjgqS,From Eden EP,0FubRTC6GUFPUg4y2Xuxs0,3/9/2014,63,266546,0.463,0.373,6,-10.666,0,0.0362,0.673,0.0745,0.118,0.184,64.831,irish singer-songwriter | modern rock | pov: indie,84,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.44,F#m,2014
5hM5arv9KDbCHS0k9uqwjr,Borderline,Tame Impala,5INjqkS1o8h1imAzPqGZBb,The Slow Rush,31qVWUdRrlb8thMvts0yYL,2/14/2020,82,237800,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.10E-06,0.0824,0.873,97.96,australian psych | modern rock | neo-psychedelic | rock,77,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.96,Fm,2020
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,Demi,6Kssm2LosQ0WyLukFZkEG5,1/1/2013,80,210840,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,pop | post-teen pop,73,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.51,G#,2013
4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,Sting,0Ty63ceoRnnJKVEYP0VQpk,...Nothing Like The Sun,3mVCQqgwEvwD7lHy9KHi7R,1/1/1987,73,267266,0.674,0.347,9,-17.707,1,0.0364,0.396,1.04E-05,0.0916,0.647,102.014,permanent wave | soft rock | sophisti-pop,68,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.45,A,1987
3gFQOMoUwlR6aUZj81gCzu,One Summer Day,Joe Hisaishi,7nzSoJISlVJsn7O0yTeMOB,Spirited Away Soundtrack,766a5fKJYFy9ii4Kz2bQy9,7/18/2001,66,189800,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,anime | anime score | japanese classical | japanese soundtrack | orchestral soundtrack,67,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.16,C,2001
3CQAd12NW0vPnyu5breZpM,"Le Festin - From ""Ratatouille""",Camille,0gOsZcHl7H3ewXVIEnWFZX,Disney/Pixar Greatest,4Tf4nzRuf5W3EvHqigxcmv,1/1/2009,33,171800,0.439,0.317,3,-10.371,1,0.0432,0.86,0,0.0784,0.285,139.227,nouvelle chanson francaise,51,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.86,D#,2009
3CVPyuuD6HxWXgPbbGqbg6,Are You What You Want to Be?,Foster The People,7gP3bB2nilZXLfPHJhMdvc,Supermodel,22cFcAQkydpTzeSKQZEKv0,3/14/2014,54,270840,0.599,0.816,6,-5.002,0,0.0514,0.00702,2.80E-06,0.508,0.595,126.02,indietronica | modern alternative rock | modern rock | rock,69,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.51,F#m,2014
429EttO8gs0bDo2SQfUNSm,Georgia,Vance Joy,10exVja0key0uqUkk6LJRT,Dream Your Life Away (Special Edition),5S9b8euumqMhQbMk0zzQdH,9/8/2014,67,230506,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,folk-pop | modern rock,72,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.84,B,2014
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,4rFrdkSWs0dtj0rWPzOk1v,4/1/2016,83,237300,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,danish pop | scandipop,67,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.96,A#,2016
5VSCgNlSmTV2Yq5lB40Eaw,Love Me Again,John Newman,34v5MVKeQnIo0CWYMbbrPf,Tribute,7ybleSrN0ZT3bci5WZ6puk,1/1/2013,67,239894,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,dance pop,66,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4,Dm,2013
7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,Elton John,3PhoLpVuITZKcymswpck5b,The Lockdown Sessions,7wHczdY0ek3FHnfVhk10om,10/22/2021,70,202735,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25E-05,0.0915,0.934,116.032,glam rock | mellow gold | piano rock | rock,79,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.38,C#,2021
0DWIaEumpHd41vATkCGUK2,SBCNCSLY,Black Coffee,6wMr4zKPrrR0UVz08WtUWc,SBCNCSLY,1uaZVqFa2S1skSpLNZ0oHp,4/24/2020,3,384555,0.656,0.701,7,-11.083,0,0.0395,0.415,0.131,0.167,0.0758,116.024,south african house | south african pop | south african pop dance,60,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,6.41,Gm,2020
6XQHlsNu6so4PdglFkJQRJ,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,6kXm2YCtdUOpRYNKeKhfue,La La Land (Original Motion Picture Soundtrack),3GU8BzFEAdFSRjc8jZkL3S,12/9/2016,67,149706,0.492,0.116,2,-15.15,0,0.0379,0.899,1.93E-06,0.0889,0.434,111.787,hollywood,58,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.5,Dm,2016
2LKOHdMsL0K9KwcPRlJK2v,After Dark,Mr.Kitty,0pWwt5vGNzezEhfAcc420Y,Time,63TYyeXlBYoYKNvE6rT3hI,10/6/2014,80,259146,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,weirdcore,62,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.32,G#,2014
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,0EmeFodog0BfCgMzAIvKQp,"Oral Fixation, Vol. 2 (Expanded Edition)",5ppnlEoj4HdRRdRihnY3jU,11/28/2005,87,218093,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,colombian pop | dance pop | latin pop | pop,83,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.63,A#m,2005
1c3GkbZBnyrQ1cm4TGHFrK,Canon in D,Johann Pachelbel,62TD7509VQIxUe4WpwO0s3,Pachelbel: Canon in D - Bach: Air on a G String - Handel: Largo from 'Xerxes' - Hallelujah Chorus - Clarke: Trumpet Voluntary,69kr5nuqGTy3bBkuRyutw7,1/1/2009,55,376533,0.151,0.125,2,-20.414,1,0.0386,0.808,0.308,0.121,0.29,150.812,baroque | classical | german baroque,54,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,6.28,D,2009
4cktbXiXOapiLBMprHFErI,Memories,Maroon 5,04gDigrS5kc9YWfZHwBETP,JORDI (Deluxe),1pCA38N6MkLlthXtAOvZTU,6/11/2021,84,189486,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,pop,82,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.16,B,2021
2CtemffYhT0DJWcT1XW047,Nothing Else Matters (Remastered),Metallica,2ye2Wgw4gimLv2eAKyk1NB,Metallica (Remastered),55fq75UfkYbGMq4CncCtOH,8/12/1991,70,388733,0.547,0.394,4,-9.793,0,0.0262,0.0522,6.40E-06,0.0795,0.17,142.37,hard rock | metal | old school thrash | rock | thrash metal,78,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,6.48,Em,1991
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,Soundgarden,5xUf6j4upBrXZPg6AI4MRK,Superunknown (Deluxe Edition),29sTacnS0qA9xri6YS8xLA,3/9/1994,80,318586,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,alternative metal | alternative rock | classic rock | grunge | hard rock | nu metal | rock,65,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,5.31,F#,1994
6lddQxKQjtwo6xtO4fHNvl,Vivaldi Winter Nº1,EduTry,08yYB9e4yANYoMfLUOZH4I,Classics in a Modern Style,2V7Z1qnJ30T8ISUfF34Yht,10/23/2017,37,238393,0.576,0.945,1,-8.579,1,0.0352,0.000111,0.83,0.106,0.535,139.982,,21,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.97,C#,2017
5jsw9uXEGuKyJzs0boZ1bT,Stitches,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Handwritten,6sUOosXuYt0oUeczJRbedZ,4/14/2015,75,206880,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,canadian pop | pop | viral pop,78,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.45,C#,2015
4PTG3Z6ehGkBFwjybzWkR8,Never Gonna Give You Up,Rick Astley,0gxyHStUsqpMadRV0Di1Qt,Whenever You Need Somebody,6eUW0wxWtzkFdaEFsTJto6,11/12/1987,79,213573,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79E-05,0.108,0.914,113.309,new romantic | new wave pop | soft rock | sophisti-pop | synthpop,61,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.56,G#,1987
7sLpSWxQazJzDVG6YGzlVs,99 Problems,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,The Black Album,4FWvo9oS4gRgHtAwDwUjiO,11/14/2003,65,234626,0.494,0.887,6,-4.297,0,0.398,0.00661,0,0.103,0.548,89.554,east coast hip hop | gangster rap | hip hop | pop rap | rap,80,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.91,F#m,2003
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,3/27/2020,78,203807,0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,dance pop | pop | uk pop,85,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.4,F#m,2020
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,10/25/1968,75,240800,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69E-05,0.0842,0.564,113.253,acid rock | album rock | alternative rock | classic rock | hard rock | proto-metal | psychedelic rock | rock,66,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.01,G#,1968
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,0TnOYISbd1XYRBk9myaseg,Globalization,4EUf4YyNjuXypWY6W5wEDm,11/21/2014,85,229360,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,dance pop | miami hip hop | pop,81,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.82,C#,2014
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,711MCceyCBcFnzjGY4Q7Un,The Razors Edge,4vu7F6h90Br1ZtYYaqfITy,9/24/1990,86,292880,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,australian rock | hard rock | rock,79,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.88,E,1990
0aym2LBJBk9DAYuHHutrIl,Hey Jude - Remastered 2015,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1 (Remastered),7vEJAtP3KgKSpOHVgwm3Eh,11/13/2000,71,425653,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38E-05,0.088,0.532,147.207,british invasion | classic rock | merseybeat | psychedelic rock | rock,81,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,7.09,A#,2000
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,4F84IBURUo98rz4r61KF70,Elephant,6D9urpsOWWKtYvF6PaorGE,4/1/2003,85,232106,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,alternative rock | blues rock | detroit rock | garage rock | modern blues rock | permanent wave | punk blues | rock,68,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.87,Em,2003
18asYwWugKjjsihZ0YvRxO,The Motto,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,The Motto,278z9UXJaMNDH9Bel9uAxV,11/4/2021,77,164818,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,big room | brostep | dutch edm | edm | house | pop dance | slap house | trance,81,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,2.75,Gm,2021
2LeF018m9vGgIAirUuOgCr,Water Flow,MrAnthony,6yCelGvbSQCdGHnyjZ26Mx,Water Flow,7qk8OPhLH17s6PdUxJKxCM,1/30/2024,55,154910,0.716,0.289,7,-9.46,1,0.0296,0.416,0.926,0.11,0.264,109.99,,38,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,2.58,G,2024
0WtDGnWL2KrMCk0mI1Gpwz,Redbone,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,"""Awaken, My Love!""",7caGY3YPOchIO8xLvTKWN4,12/2/2016,82,326933,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,atl hip hop | hip hop | rap,75,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,5.45,C#,2016
2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy,2ODvWsOgouMbaA5xf0RkJe,11/25/2016,81,260252,0.586,0.525,1,-7.163,0,0.0616,0.111,0,0.134,0.507,133.63,canadian contemporary r&b | canadian pop | pop,91,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.34,C#m,2016
6OjwIdLlkjCLuOThOwODEY,Mary Boone,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,Only God Was Above Us,1W04wu2W4OIcuiNc5AMB3y,4/5/2024,66,266026,0.501,0.65,1,-5.588,1,0.0474,0.0917,0.0434,0.121,0.395,95.461,baroque pop | chamber pop | garage rock | indie rock | indietronica | modern rock,67,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.43,C#,2024
0DGTcMqvVR7fmBXgiG6jz4,Just A Cloud Away,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,Just A Cloud Away,2ojXtf3VwPgpxsFHYujwCY,2013,62,176078,0.89,0.46,2,-8.155,1,0.0359,0.432,0,0.11,0.677,112.555,dance pop | pop,75,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,2.93,D,2013
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Baby Don't Hurt Me,327tc3Eruk1HP1w62iqROy,4/6/2023,84,140017,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,big room | dance pop | edm | pop | pop dance,85,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,2.33,G,2023
260V7huyJrXnyYe0dFv2Fa,Canopée,Polo & Pan,45yEuthJ9yq1rNXAOpBnqM,Caravelle,0SuFqlCe5i30Fr75ZlPQVT,5/19/2017,65,276293,0.704,0.692,5,-6.558,0,0.0304,0.0942,0.0109,0.0922,0.369,96.005,dark disco | electro-pop francais | french indietronica,57,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.6,Fm,2017
0tBbt8CrmxbjRP0pueQkyU,Wolves,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Wolves,5gQZvWM1o8NkQndueJtZcP,10/25/2017,77,197993,0.725,0.804,11,-4.614,0,0.0422,0.124,0,0.204,0.31,124.996,pop | post-teen pop,78,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.3,Bm,2017
6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell /\ Ingrosso,2XnBwblw31dfGnspMIwgWz,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ,7/28/2017,81,203000,0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,edm | pop dance | progressive electro house,62,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.38,Fm,2017
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,Native,20lOt6G8MHv8ZO7ViOmiP7,1/1/2013,87,257265,0.663,0.706,1,-4.972,0,0.0383,0.0654,0,0.118,0.474,122.013,piano rock | pop,80,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.29,C#m,2013
1NeLwFETswx8Fzxl2AFl91,Something About Us,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,Discovery,2noRn2Aes5aoNVsU6iWThc,3/12/2001,69,232666,0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,electro | filter house | rock,77,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.88,Am,2001
1pKYYY0dkg23sQQXi0Q5zN,Around the World,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,Homework,5uRdvUR7xCnHmUW8n64n9y,1/17/1997,73,429533,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,electro | filter house | rock,77,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,7.16,G,1997
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,4/7/2017,88,247160,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,pop,78,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.12,Bm,2017
4lpvCG7eNzHAXwvMxWUNjz,No Blueberries,DPR IAN,2o8gT0fQmFxGNbowbdgeZe,Moodswings in This Order,2hPHncbZRuWiCBauEUJxyA,3/11/2021,66,185106,0.721,0.617,4,-6.178,0,0.0386,0.507,0,0.252,0.902,148.032,k-rap,65,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.09,Em,2021
22bNlvnDQbYAq0Ex2sduSu,Orbital,ARTBAT,3BkRu2TGd2I1uBxZKddfg1,Orbital (15 Yrs Systematic),4ir25CX8pHmpbuhCQDXsku,6/14/2019,27,546341,0.776,0.853,1,-10.264,0,0.0523,0.0443,0.901,0.351,0.0325,123.032,ukrainian electronic,57,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,9.11,C#m,2019
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,Dreamland,5bfpRtBW7RNRdsm3tRyl3R,8/7/2020,88,238805,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,gauze pop | indietronica | modern rock | pov: indie | shiver pop,72,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,3.98,B,2020
40rvBMQizxkIqnjPdEWY1v,Down with the Sickness,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,The Sickness,6IvosVciDOQ9NAPaKwhtLY,3/7/2000,77,279213,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89E-06,0.106,0.941,89.954,alternative metal | nu metal | rap metal | rock,73,3C4yEvDoFzREoCfWUoZCnO,Test Playlist 2,Quoc-Anh Duong,1214868237,4.65,D#m,2000
